,202402
002396.SZ,-0.4090871937337764
603519.SH,-0.40915353081718325
600388.SH,-0.4099042364836427
000028.SZ,-0.4100665849689588
600128.SH,-0.41050451228099594
002546.SZ,-0.41066021244412965
600496.SH,-0.41093224798488703
002104.SZ,-0.41116589809056386
600596.SH,-0.4111867153635459
002026.SZ,-0.41129963894858584
600495.SH,-0.4114518586533004
000848.SZ,-0.4119101375155744
600739.SH,-0.41197583514273173
002705.SZ,-0.41230952410914146
002004.SZ,-0.41268585534549584
002638.SZ,-0.41276682570237483
000822.SZ,-0.41306642588182824
002303.SZ,-0.41375106385059257
000555.SZ,-0.4137719758653958
600491.SH,-0.41394927115324115
603889.SH,-0.4147046364746886
000031.SZ,-0.41495449552310865
000698.SZ,-0.41502088267482257
000738.SZ,-0.41502975742714454
600720.SH,-0.41519948934922934
603899.SH,-0.41534123366979214
600207.SH,-0.4153873715246074
600966.SH,-0.4158021716360808
600444.SH,-0.4158130912083935
600967.SH,-0.4158890769393703
000737.SZ,-0.41611033509735407
002690.SZ,-0.4161339116858054
002613.SZ,-0.4162662604204019
600826.SH,-0.41644344947217543
000989.SZ,-0.41669528769338887
603688.SH,-0.41687415307738673
002593.SZ,-0.4168846616391285
600643.SH,-0.4169682884718586
002165.SZ,-0.41778137280957034
002035.SZ,-0.41835893844742583
601515.SH,-0.41850925051154614
000735.SZ,-0.4188398896034203
002300.SZ,-0.41890191821161665
001896.SZ,-0.4192877554834666
000586.SZ,-0.4194444180835603
600329.SH,-0.41953317640508214
600846.SH,-0.41967351932466435
603328.SH,-0.4199290898077302
002755.SZ,-0.4199970305005047
000892.SZ,-0.42015861256813053
600477.SH,-0.42044608337220574
600267.SH,-0.42074674823544256
000661.SZ,-0.42103104280924614
000973.SZ,-0.4215769620991385
002397.SZ,-0.4216374053509874
002226.SZ,-0.42168357599355577
002254.SZ,-0.4217245463981352
002585.SZ,-0.4221468162855577
603368.SH,-0.42219631912936373
002081.SZ,-0.42264506541032004
002596.SZ,-0.4231817724059309
002539.SZ,-0.4232848679076033
002341.SZ,-0.42345980083714185
002565.SZ,-0.4238284423854896
002302.SZ,-0.4240383393899714
600059.SH,-0.4243538020552151
002041.SZ,-0.424682890086828
002053.SZ,-0.4247038371134036
600376.SH,-0.4249490089090028
600548.SH,-0.4251872131606763
600206.SH,-0.42520463221281185
002545.SZ,-0.42524612158778413
002182.SZ,-0.42528055144582594
600850.SH,-0.42528546798296796
600987.SH,-0.4253722946577925
000533.SZ,-0.42543461240502556
000795.SZ,-0.4254636376744068
002196.SZ,-0.42581046085003826
002419.SZ,-0.4258306117230419
600503.SH,-0.42621033597316293
600110.SH,-0.4264963726202151
600366.SH,-0.4267115010012208
002366.SZ,-0.42748185757703455
600467.SH,-0.42787982785829615
002290.SZ,-0.42810410709734353
002381.SZ,-0.42816335233065694
000048.SZ,-0.4289361942164111
002204.SZ,-0.42917235294161826
600523.SH,-0.4292288937107906
601388.SH,-0.42940506158919994
600478.SH,-0.42974107496041075
600769.SH,-0.4302462909589915
002557.SZ,-0.4302833069755982
000544.SZ,-0.4312647688329668
600187.SH,-0.4314265900384361
600613.SH,-0.4316148207880167
002132.SZ,-0.43185786725243447
600771.SH,-0.4320679542941416
600237.SH,-0.43214067270880785
000962.SZ,-0.43248794347654157
601518.SH,-0.4328537411624517
600400.SH,-0.4334254618287527
002186.SZ,-0.4336948842607805
000610.SZ,-0.43493547682867373
600653.SH,-0.43495575655817403
002184.SZ,-0.43520032060473446
600249.SH,-0.4352652824624605
600162.SH,-0.43578331076090343
600420.SH,-0.43628115065577777
000428.SZ,-0.4363149769604974
600063.SH,-0.43635905333364033
002468.SZ,-0.4368047541163462
600378.SH,-0.43731045127211915
002336.SZ,-0.43769681785612286
600127.SH,-0.4380461405296446
000791.SZ,-0.4387483598487952
600490.SH,-0.4388582396295092
002727.SZ,-0.4389074072040735
600226.SH,-0.43897767080588707
002141.SZ,-0.4391336527512643
600872.SH,-0.4399615542378787
002418.SZ,-0.4405800905837116
002055.SZ,-0.4405875151962302
600386.SH,-0.44058858855485056
600609.SH,-0.44070323621557095
603589.SH,-0.440950365266434
002389.SZ,-0.4410770225216549
600268.SH,-0.4413100907086448
000816.SZ,-0.4414922581059709
000665.SZ,-0.44149908536703775
002294.SZ,-0.44162741765880675
002203.SZ,-0.441928085666721
002285.SZ,-0.4420243310319526
002516.SZ,-0.4426508245314508
002345.SZ,-0.4429591515811341
601908.SH,-0.44337734871824
603828.SH,-0.4435798824623499
600327.SH,-0.44388644378051834
002048.SZ,-0.44443434961707023
002096.SZ,-0.44443947586157484
600165.SH,-0.4444953313185159
000597.SZ,-0.44471922854688845
000548.SZ,-0.44479016081212386
601011.SH,-0.44504634452639447
002314.SZ,-0.4450554484813457
000156.SZ,-0.44531047550301245
000523.SZ,-0.4455644941645359
002765.SZ,-0.4456178636578934
603636.SH,-0.4462305443608186
600300.SH,-0.4467210528103529
002443.SZ,-0.44695533599477805
600408.SH,-0.447288281515304
600038.SH,-0.4473436411141004
600569.SH,-0.4474669855646752
000993.SZ,-0.44748105984417347
002591.SZ,-0.44758137199196313
600151.SH,-0.4477184237359183
002542.SZ,-0.44783454007546525
000530.SZ,-0.4478913327760092
002060.SZ,-0.44793209687002655
600716.SH,-0.4479567595947618
002494.SZ,-0.4484255777127377
000826.SZ,-0.44842584376582867
600243.SH,-0.4488709845115566
002409.SZ,-0.44891777722606435
002224.SZ,-0.449181919366785
600299.SH,-0.44957351463358386
002501.SZ,-0.44974717194163966
603997.SH,-0.4503279636385003
603169.SH,-0.4503463990629861
002349.SZ,-0.4505976556861251
002356.SZ,-0.4506141554000539
002248.SZ,-0.4508757716258008
002706.SZ,-0.4512498960932576
600702.SH,-0.4517677838725017
000836.SZ,-0.45222524824732924
002451.SZ,-0.4522479598883813
002099.SZ,-0.4525844125889852
000948.SZ,-0.4527263758106035
600448.SH,-0.4532833881345074
600223.SH,-0.453420943200534
600218.SH,-0.4534319819794416
600811.SH,-0.4535583750124355
600730.SH,-0.45365767713619437
002577.SZ,-0.45372485134246604
000885.SZ,-0.45429450190096693
600363.SH,-0.4546331842081712
600358.SH,-0.4549792268380015
002014.SZ,-0.45500413433588033
000517.SZ,-0.4550977069501501
600635.SH,-0.45522911807422706
600037.SH,-0.45570262677736906
000636.SZ,-0.45586157107571523
002276.SZ,-0.45599840360711263
600255.SH,-0.4560190499822753
000061.SZ,-0.45688127058964245
600210.SH,-0.4569517173584183
002543.SZ,-0.4573877922017783
600648.SH,-0.4577804781606977
600511.SH,-0.4578323817330828
002357.SZ,-0.4580087636352588
000402.SZ,-0.4580270614046728
002166.SZ,-0.4583137222261663
000860.SZ,-0.45843913426347804
002390.SZ,-0.45853421886114376
002335.SZ,-0.458596479075811
600452.SH,-0.4586350722283481
002773.SZ,-0.4588702033557175
000029.SZ,-0.4589584024737786
002255.SZ,-0.4592204582488738
603568.SH,-0.4592379474395391
600179.SH,-0.45928144115565556
600085.SH,-0.4594126423984419
600295.SH,-0.4598134939136054
002151.SZ,-0.4598636820845707
000757.SZ,-0.45994290102410784
002091.SZ,-0.4599880309820962
002750.SZ,-0.46027846617583335
002676.SZ,-0.46033638690466483
000877.SZ,-0.46036635328609216
002209.SZ,-0.46096151861459617
002408.SZ,-0.46106274861180546
603588.SH,-0.46150232821466214
600321.SH,-0.46160933639655843
000410.SZ,-0.46205106783788663
002621.SZ,-0.4621102365448494
600007.SH,-0.4624294850406602
601139.SH,-0.4624911971126371
600439.SH,-0.46264130549370663
600821.SH,-0.4627782632933464
600469.SH,-0.46299976694829936
600397.SH,-0.4632656621525432
002537.SZ,-0.46329697282607757
600862.SH,-0.4633761129215293
002337.SZ,-0.46344989249690727
600169.SH,-0.46386484381104787
002308.SZ,-0.4638812114707962
002233.SZ,-0.4641980842231421
000935.SZ,-0.46433955384278036
600848.SH,-0.46500149001400426
603268.SH,-0.4650934991090674
000759.SZ,-0.46514019632902825
002119.SZ,-0.46516253310511335
600108.SH,-0.46609489711445085
600645.SH,-0.4664807422834668
600103.SH,-0.4666287444051232
000677.SZ,-0.4667008157333336
600600.SH,-0.46702919029489515
002488.SZ,-0.4670590346174074
000890.SZ,-0.4671174376574543
600509.SH,-0.4672802415307565
000967.SZ,-0.4677380340437422
600885.SH,-0.46774133412231034
000990.SZ,-0.4678422051582793
601996.SH,-0.4685030592180123
002332.SZ,-0.46980733682329784
601969.SH,-0.47002114734715567
002324.SZ,-0.4700486779571895
002568.SZ,-0.47007990720535064
603456.SH,-0.47016590664717267
000868.SZ,-0.4702049403907724
000926.SZ,-0.47052749089689394
000850.SZ,-0.4710357738951837
600540.SH,-0.47112562368498595
002713.SZ,-0.47127329452992595
600328.SH,-0.47146258770430644
002311.SZ,-0.4715011211233707
000059.SZ,-0.47169713289459764
601369.SH,-0.47219892580880307
600718.SH,-0.47256101637625036
002079.SZ,-0.47318252959828216
600332.SH,-0.47326287855375765
002219.SZ,-0.47332929480876507
002609.SZ,-0.4735852353808382
000733.SZ,-0.473648611985489
600892.SH,-0.4736529009604364
600513.SH,-0.47374310723388324
601968.SH,-0.47384117984178975
000716.SZ,-0.47391644305353947
600787.SH,-0.4740351489306328
002137.SZ,-0.4740571391756881
002767.SZ,-0.4742022137360898
002019.SZ,-0.47429122072513463
000635.SZ,-0.4744273786271087
000404.SZ,-0.47503820806160213
002660.SZ,-0.4750973038618123
002007.SZ,-0.475231616165434
000710.SZ,-0.47533696899134786
002659.SZ,-0.4753926585797321
002425.SZ,-0.4763611263604396
603558.SH,-0.4767053181085116
600684.SH,-0.4767647121728376
600493.SH,-0.47695796406283797
002614.SZ,-0.47732302360794093
002121.SZ,-0.4773932685577973
601678.SH,-0.4778561380079397
601965.SH,-0.47792343629051626
600641.SH,-0.4784827342706772
600623.SH,-0.4785273174881637
601231.SH,-0.47922757568737484
000902.SZ,-0.47944028215018875
600519.SH,-0.47969212962985597
002299.SZ,-0.48004697907318084
600057.SH,-0.48017864122027953
002663.SZ,-0.48083941624979926
600979.SH,-0.4808733138480876
000558.SZ,-0.4818828417403767
600238.SH,-0.48263390157181585
000861.SZ,-0.4827208579331264
601015.SH,-0.48286099567417873
600199.SH,-0.48295855566022794
000793.SZ,-0.48372868275979775
601789.SH,-0.4837318108660277
002653.SZ,-0.4839037022442706
002707.SZ,-0.4839108470117661
600729.SH,-0.4842083238981184
600597.SH,-0.4842506673054703
000969.SZ,-0.4844984752406292
002717.SZ,-0.48490227842351424
600215.SH,-0.48562403530537934
600500.SH,-0.4858302129488875
002329.SZ,-0.48586905303348166
000096.SZ,-0.4861355879984282
600835.SH,-0.4862396031855686
002507.SZ,-0.48641474093336634
600298.SH,-0.4867381278830455
000612.SZ,-0.48708255574255926
600171.SH,-0.48753456265980133
002578.SZ,-0.4875465785700199
600287.SH,-0.48772763146965975
000568.SZ,-0.4878273852477751
600845.SH,-0.48789969717392934
601222.SH,-0.4881202025338881
600558.SH,-0.48819287765569574
000812.SZ,-0.4883832627304964
002498.SZ,-0.4885089930321416
002563.SZ,-0.4887178076382365
600521.SH,-0.4887586493481581
002217.SZ,-0.4890719422929099
000560.SZ,-0.48999895674001925
600760.SH,-0.4901430199730429
000559.SZ,-0.4906181828217375
000970.SZ,-0.4907998371241561
600071.SH,-0.49081645357154957
601877.SH,-0.49084958253566546
002073.SZ,-0.4913114274019864
002495.SZ,-0.4916275484033476
600476.SH,-0.49171674985894
603883.SH,-0.491811829269392
002150.SZ,-0.49185668330529847
600754.SH,-0.492025710909189
000908.SZ,-0.49217965669902985
000785.SZ,-0.4921803421336139
600995.SH,-0.4922736634458346
600724.SH,-0.49228794222327554
603788.SH,-0.4925186601794083
000600.SZ,-0.49286193296242975
000657.SZ,-0.4931444607831989
600229.SH,-0.4932509502191768
002595.SZ,-0.4933204160803787
002338.SZ,-0.493814166796286
002189.SZ,-0.4938975645006209
002630.SZ,-0.49395156729823847
002726.SZ,-0.49410124003528666
600557.SH,-0.49422073356363744
603939.SH,-0.4942726247692138
600744.SH,-0.49441365363162637
002515.SZ,-0.49455598159622943
002280.SZ,-0.49510763386337603
600577.SH,-0.49514842847872925
000506.SZ,-0.4952200383997679
600121.SH,-0.4961121113729544
002030.SZ,-0.4961178903404874
002689.SZ,-0.49612466510936587
000025.SZ,-0.49618715407230946
601890.SH,-0.49620927330797693
002697.SZ,-0.4966455381477586
000818.SZ,-0.49670917119628716
601126.SH,-0.4968790666926525
600981.SH,-0.49688733598830787
002588.SZ,-0.49701870636826795
002046.SZ,-0.49765413818920373
002306.SZ,-0.49786659882195194
000966.SZ,-0.49793383143077513
002749.SZ,-0.4983322694712794
002687.SZ,-0.49839778688045533
600877.SH,-0.4990662467883982
600663.SH,-0.49953702865521454
002323.SZ,-0.4995606584824688
600853.SH,-0.49959978081342693
000888.SZ,-0.49966105465969296
601021.SH,-0.4996827281191991
002010.SZ,-0.4998370694802232
002439.SZ,-0.4998418196390627
000582.SZ,-0.5002630464440418
002725.SZ,-0.5004901156389753
600612.SH,-0.5005175727170362
002020.SZ,-0.5007935011969653
002698.SZ,-0.5008729109200994
002442.SZ,-0.5011977007614997
002377.SZ,-0.5019735428643897
002363.SZ,-0.5019819550201254
600271.SH,-0.5026418262413082
600567.SH,-0.502690055004359
600824.SH,-0.5027036968968233
000030.SZ,-0.502917761520832
000089.SZ,-0.5031205422641698
603699.SH,-0.503168522675422
603198.SH,-0.5032208323713362
002039.SZ,-0.5037796878658877
600586.SH,-0.5044619539344498
600725.SH,-0.5045243939448443
002484.SZ,-0.5047276736350148
603199.SH,-0.5050013949578461
601799.SH,-0.5053478370628453
002161.SZ,-0.5053569096559557
601588.SH,-0.505898620490426
002575.SZ,-0.5065625777234233
002548.SZ,-0.5065963596445191
000638.SZ,-0.506613711760579
002685.SZ,-0.5066907164405478
000420.SZ,-0.5068145097974939
600649.SH,-0.5069337190630367
600094.SH,-0.50700389551424
001872.SZ,-0.507211699253974
002093.SZ,-0.507358043084932
600836.SH,-0.5078319594549503
000875.SZ,-0.5080607474749496
600158.SH,-0.5085302114744212
600236.SH,-0.5085311082273496
002153.SZ,-0.5085801092784196
600805.SH,-0.5093420275382207
600222.SH,-0.5098641395314197
000514.SZ,-0.5101091027614503
002274.SZ,-0.51036555395141
600664.SH,-0.5110746926715349
601100.SH,-0.5114569974370217
603399.SH,-0.5115396349954248
601999.SH,-0.511689240144892
600615.SH,-0.511761616656142
002693.SZ,-0.5118416682816506
600888.SH,-0.5119930521830597
600156.SH,-0.5123273518636321
600340.SH,-0.5129116421835461
002171.SZ,-0.5129977732955219
600809.SH,-0.5134514418149959
600605.SH,-0.5134747254262583
002550.SZ,-0.5135980167862265
002372.SZ,-0.5137515819062299
600797.SH,-0.5139031777285801
600880.SH,-0.5139956255177466
002262.SZ,-0.5139996789384003
600020.SH,-0.514236517457679
002652.SZ,-0.5143346671190566
603606.SH,-0.514477619891291
000715.SZ,-0.514521997596087
002032.SZ,-0.5150271039044215
600273.SH,-0.5153955213691926
600517.SH,-0.515444154941669
600307.SH,-0.5155179740904459
000739.SZ,-0.5163988173260169
600657.SH,-0.5164024153551097
600258.SH,-0.5164036627512887
002003.SZ,-0.5165629666607994
600794.SH,-0.5167821006020037
002315.SZ,-0.5168566028400747
600556.SH,-0.516935323343191
601106.SH,-0.517226887505508
002371.SZ,-0.5187350077599253
002470.SZ,-0.5191844506875006
600819.SH,-0.5195336743146203
600201.SH,-0.5198043707977228
002245.SZ,-0.5199150230476004
600706.SH,-0.5205910120357455
002124.SZ,-0.520634902938874
603369.SH,-0.5206382452724945
601808.SH,-0.5208642691618534
002476.SZ,-0.5208736020037512
002326.SZ,-0.5213318036940421
600252.SH,-0.5215545223538695
600743.SH,-0.5215555495469569
002594.SZ,-0.5215712594424372
002063.SZ,-0.5215829901472716
002521.SZ,-0.5215861487930593
600507.SH,-0.5218392701372964
002639.SZ,-0.5220384591233428
002664.SZ,-0.5225639221795756
000893.SZ,-0.5225994107036223
600683.SH,-0.5230995317737086
600844.SH,-0.5235556612881482
600416.SH,-0.5236712861093444
000422.SZ,-0.5237088835077076
600894.SH,-0.524200524288084
600740.SH,-0.5243017914437791
600516.SH,-0.5246352133071195
002305.SZ,-0.5254054318788592
600719.SH,-0.5254455416113545
603600.SH,-0.5254955070616509
600277.SH,-0.5256429184805864
000685.SZ,-0.5258995501941887
000811.SZ,-0.5260046865380552
002668.SZ,-0.5261463177949907
002211.SZ,-0.5266267943196408
000999.SZ,-0.526695491555144
603002.SH,-0.5272119093782981
600859.SH,-0.5273288426426086
002180.SZ,-0.5274128734197142
002579.SZ,-0.5279494488026686
600460.SH,-0.5283937349958099
600578.SH,-0.5284634446735245
000012.SZ,-0.5284982201976548
600172.SH,-0.5287147526306124
002266.SZ,-0.528822409699316
002250.SZ,-0.5289029642238635
002123.SZ,-0.5290917300325595
600326.SH,-0.5290938190444711
002074.SZ,-0.5292029924710951
600009.SH,-0.5292065633287477
000682.SZ,-0.5297330083828098
002221.SZ,-0.5298873687494177
000708.SZ,-0.5299966858378491
601028.SH,-0.5302306362669824
002665.SZ,-0.5302544393299188
000627.SZ,-0.5308578794990502
002369.SZ,-0.5309575452038915
600545.SH,-0.5313720018260253
000777.SZ,-0.5313847461563465
000004.SZ,-0.5315427789479366
000571.SZ,-0.5315442115703588
002214.SZ,-0.5317749503466732
002632.SZ,-0.5319371616607926
600422.SH,-0.5321341061516108
002334.SZ,-0.5326170588856397
600715.SH,-0.5328752083719905
002662.SZ,-0.5330535180260226
600425.SH,-0.5336321300415245
603338.SH,-0.533830642486654
600353.SH,-0.5339076699402233
600375.SH,-0.5340120035359228
002347.SZ,-0.5340814108837891
600531.SH,-0.5341311969281296
600310.SH,-0.5342416011961844
002192.SZ,-0.5347156212245583
603015.SH,-0.5347812609934934
002421.SZ,-0.5352938784266252
002327.SZ,-0.5353036942814731
000538.SZ,-0.535379714455758
000955.SZ,-0.5354231665189083
603333.SH,-0.5354622186192687
600537.SH,-0.5360998745046426
603128.SH,-0.536129617322596
000552.SZ,-0.5362057342090593
600297.SH,-0.5363990893532499
603518.SH,-0.5365972588689117
000513.SZ,-0.5366209058377355
002164.SZ,-0.5368378330563539
002092.SZ,-0.5368666063034
002519.SZ,-0.5368951381424532
000882.SZ,-0.5372124977359377
600688.SH,-0.5375650880088191
000963.SZ,-0.537639444391954
600233.SH,-0.5376452974292356
002331.SZ,-0.5377719574262464
002212.SZ,-0.537909958990667
000721.SZ,-0.5388964657740538
002047.SZ,-0.5389497596673004
600302.SH,-0.5390276622265168
000950.SZ,-0.539213542580949
002283.SZ,-0.5394006064430865
002518.SZ,-0.5395797990545133
603167.SH,-0.5397439564357908
600196.SH,-0.5397688377190717
600698.SH,-0.5401884948209154
000756.SZ,-0.5405748788654827
600380.SH,-0.5408860580941509
002414.SZ,-0.5411806448175909
002402.SZ,-0.5412244884369048
000958.SZ,-0.5412245445442391
002403.SZ,-0.5417239101125378
600803.SH,-0.5417956330724167
601208.SH,-0.5418208084243181
002343.SZ,-0.5418883243816508
000417.SZ,-0.5423638889752332
603979.SH,-0.5425293876704609
002015.SZ,-0.5426613396512953
002175.SZ,-0.5427083712650573
600529.SH,-0.5427435016949373
002368.SZ,-0.5428639885321423
002249.SZ,-0.5433178673508241
000069.SZ,-0.5435140974051028
000838.SZ,-0.5435882668132426
002615.SZ,-0.5436075278258033
000981.SZ,-0.5436138136272306
002737.SZ,-0.543970335968642
002179.SZ,-0.5441275174872471
000959.SZ,-0.5442690626697874
600816.SH,-0.5443245061812512
600893.SH,-0.5443464171341238
600785.SH,-0.5446083522825497
002712.SZ,-0.5448894648314162
002599.SZ,-0.5454609480541771
600360.SH,-0.5454656374563202
601607.SH,-0.5455399631095166
600721.SH,-0.5455775510147617
600248.SH,-0.5456690652177113
002202.SZ,-0.5460340244195157
000899.SZ,-0.546531175836132
600606.SH,-0.5467828555609066
600330.SH,-0.5471632305477064
601933.SH,-0.5471886347095044
601113.SH,-0.5476040928034339
002413.SZ,-0.5483854595480077
600685.SH,-0.5487449883371442
000755.SZ,-0.5488489529406837
002181.SZ,-0.5489625270372875
002373.SZ,-0.5492998882756226
002318.SZ,-0.5496672582893976
600293.SH,-0.5498714566082761
600598.SH,-0.5501613790307385
002407.SZ,-0.5506247824502236
002487.SZ,-0.5506651307073738
002540.SZ,-0.5509212354607796
002649.SZ,-0.5513161977186335
000547.SZ,-0.5514103213152352
603288.SH,-0.5519400609404462
600354.SH,-0.5521275910029082
002284.SZ,-0.5521488285084184
002061.SZ,-0.552332709057912
002675.SZ,-0.5525459473365761
002445.SZ,-0.5526761920282279
601038.SH,-0.5530477557947147
002497.SZ,-0.5531086006102821
600130.SH,-0.5534288119941803
002448.SZ,-0.553560382387071
600998.SH,-0.5536619872215258
601777.SH,-0.5537489214997249
600549.SH,-0.5539806079095934
002481.SZ,-0.554730106242986
002183.SZ,-0.554735589731483
600884.SH,-0.5549137074382615
600125.SH,-0.5549911603801689
600410.SH,-0.5550848881457919
002045.SZ,-0.5558058691056866
002277.SZ,-0.5574396116397404
000065.SZ,-0.557632721715657
000595.SZ,-0.557673946285962
600288.SH,-0.5579321073404179
600717.SH,-0.5580089141156703
000768.SZ,-0.558042026885804
000006.SZ,-0.5582215592750301
002640.SZ,-0.5583911140273387
002268.SZ,-0.5587191625916931
600012.SH,-0.5589989832905868
002572.SZ,-0.5592351435813058
002478.SZ,-0.5594603928799557
000516.SZ,-0.5595130485463836
002458.SZ,-0.5596327628352142
002383.SZ,-0.5596913952809337
002531.SZ,-0.559915405742004
600426.SH,-0.5600019554045849
600064.SH,-0.5605839248098756
000035.SZ,-0.5610585899045472
002757.SZ,-0.561060705076754
000863.SZ,-0.5612948752997342
000705.SZ,-0.5620044547932467
000526.SZ,-0.5624650779956325
002139.SZ,-0.5625425798248165
600346.SH,-0.5626655531454653
002130.SZ,-0.5627238948621709
600120.SH,-0.5629739025551361
002322.SZ,-0.5632787409665845
002426.SZ,-0.5635635093904301
600143.SH,-0.5637057271283925
000957.SZ,-0.5637075672423859
002011.SZ,-0.5641686720663773
002671.SZ,-0.564801239990997
600593.SH,-0.5650283137455769
002505.SZ,-0.5651739750541557
002080.SZ,-0.565376317886848
002701.SZ,-0.5655740103539642
600017.SH,-0.5659194054688506
600409.SH,-0.5660084987954807
601929.SH,-0.566033149017256
600129.SH,-0.5666048311565544
603766.SH,-0.5668089800325424
000518.SZ,-0.5677454781447026
000539.SZ,-0.5685208807150796
002362.SZ,-0.5686513947813064
002106.SZ,-0.5689135165672372
000820.SZ,-0.5695727671566818
000056.SZ,-0.5699362453654795
002279.SZ,-0.5703648687592017
600483.SH,-0.5703953099142968
